sample_id,Team_01,Team_02,Team_03,Team_04,Team_05,Team_06,Team_07,Team_08,Team_09,Team_10,Team_11,Team_12,Team_13,Team_14,Team_15,class
simulated_001,-0.235171518597927,-0.2077023485076098,1.3252182125197347,1.3011286235538098,0.6954266344820297,1.241767120446099,1.2754676829334652,-0.017743686812557613,-0.37768901360000745,0.7760655488914124,-1.058732131672922,1.3758819324498484,0.5526702495700542,0.378605564415737,1.9227692359724857,1.0
simulated_002,0.09356766402332942,1.1549314772305916,-0.1460830371667259,-0.372375556326418,0.47195913387252614,-0.08362031380105575,0.8817645040993267,0.44532631219223584,-1.2248784020788144,0.7885687764732976,1.1933065632296174,0.032288895994961216,-1.133182275643742,0.6544163755607224,-0.2182187460257168,0.0
simulated_003,-0.3714267698647479,-0.5393283964462652,0.36827365961164665,0.534719769405105,-0.1308282531455122,-0.5341097616502162,0.2559094423769277,-0.6928038500668031,-0.7964236817987224,0.7195799991918477,-0.7702912648976343,-1.166379199511855,0.38445700518131753,-0.44770757906860015,0.3745773047487302,0.0
simulated_004,1.6362453296996693,0.7112723476492925,-0.2749852018844824,0.4041130874284925,0.34406900939692897,0.006740944578338209,-0.14039953743660127,1.7068773009704352,0.6975447284588396,1.37966125011968,2.130753500714542,0.6802865078570791,1.7509441036606046,2.3006263034838215,1.433870701361755,1.0
simulated_005,-1.7868562051131187,0.025444179446656334,2.1288283519382816,-0.4525262244473294,-0.007750731795003359,-0.814958225609403,0.522653097615524,0.6272384553012083,-0.873714829290527,0.23933746799141103,0.7517500249058577,-0.01344658138432675,-0.10451965692786447,-0.7210095118480553,1.1966540812348891,1.0
simulated_006,-0.3037610289089409,0.10779942283971788,2.1850830864983664,-0.831819698911509,0.16476888838810094,0.44736326221405676,-0.5979414423321086,-1.049059947713432,1.684081835783306,-0.1485708001415278,0.02806408002590044,0.7936436460370355,-0.5128577545490439,-0.5364434917393726,1.1702406727479537,1.0
simulated_007,0.9496636896836226,-0.6399794472829239,0.12570441042338754,0.9565422284879952,0.10774015680590772,-0.8866124148671687,1.2323151674732418,-1.04648450816558,1.3073952925061283,0.3047431008128944,-0.5587278804407159,0.16208405514319252,0.18052811627045068,1.0261505969444205,-1.294288346768696,0.0
simulated_008,-0.593126240607118,-0.7972548719676033,-0.769621861427439,0.5898134091270402,0.36000594403915226,0.500618919390901,-1.5830244176952375,-0.8102696914770375,0.42692522353109164,-0.16742389133404312,-0.1139018017812107,-0.35457939608548694,0.8550966658333994,-0.0050348094849760145,0.645920678345291,0.0
simulated_009,-0.3501660030348519,0.5092783106929537,0.3826126752078473,-0.43224313416730825,-1.0934933976417325,-1.3590043927766626,-2.253973698020955,-2.66602827261978,-1.5152673599379247,-0.3221645029760611,-0.7653759781949278,-0.16610029513775104,-2.1996208131406574,-0.7150227262931115,-0.0382631471530785,0.0
simulated_010,-0.5829060512326505,-0.5416368600855167,-0.8597345014334699,-0.6808150827869447,-0.9165709119902735,-0.48487303191802783,0.9898621735791217,-0.3002047818014347,-1.3172085033436245,0.8380575745686645,0.8057334271161756,-0.14720569831924835,-0.19730953371148294,-1.6234728829600165,-1.5399197031412017,0.0
