sample_id,team_01,team_02,team_03,team_04,team_05,team_06,team_07,team_08,team_09,team_10,team_11,team_12,team_13,team_14,team_15,team_16,team_17,team_18,team_19,team_20,team_21,team_22,team_23,team_24,team_25,team_26,team_27,team_28,team_29,team_30,team_31,team_32,team_33,team_34,class
AZ-00001,0.131161377,0.4886666666666671,0.105236146011626,0.136,0.31309380389722336,0.0919453282999138,0.6484,0.6025974025974029,0.175178710881234,0.301584667254073,0.7826,0.49671400081314504,0.303560663,0.99061981,0.157,1.96262774116359,0.27732197,-1.291486367,-0.8559501282627858,0.16846823023596202,0.356063212,0.12156927339046901,-0.0791637726107228,0.0921,0.479,0.0251945541135192,0.09319419,3.33861507936508,1.26627225255083,0.412310789865399,0.11998868900000001,0.0969948992133141,-1.55275746450979,0.5244444444444439,1
AZ-00002,0.13257023699999998,0.466,0.0635870740064538,0.14,0.5462656927208129,0.0907221689380641,0.532,0.45281385281385295,0.13065698062668,0.262577745845321,0.7862,0.49637981959494004,0.317241225,0.0,0.12300000000000001,-0.46657817158974296,0.276586125,-1.263818591,-0.88113529650333,0.13761903983800697,0.357388087,2.1829852579481,0.25364188891120004,0.0252,0.499167,0.00758093850599562,0.09319413,5.19742857142857,0.764901996535915,0.417994559526345,0.10641990900000001,0.10311213135719301,-1.62686231500153,0.26555555555555604,1
AZ-00003,0.141873965,0.4493333333333329,0.0471597563709306,0.244,0.3812958274290686,0.0972553470501895,0.4329,0.43636363636363595,0.0677876591281063,0.242332926849801,0.7688,0.49603439492395796,0.275722332,0.9907881140000001,0.146,-2.69232116546127,0.20934624300000002,-1.4153391359999998,-0.8432486826192221,0.13703167249062198,0.38643767100000004,0.0378252301714219,-0.166746076737684,0.1295,0.4085,0.0101372785725125,0.164193814,7.66248371630785,0.549173224129509,0.462777153664181,0.074987517,0.0969948992133141,-1.75715048104358,0.28,0
AZ-00004,0.156180324,0.5053333333333329,0.0696636572972009,0.21600000000000003,0.6042037129354234,0.0927130900293047,0.638,0.49350649350649395,0.14157958333292997,0.29204388425434896,1.026,0.49785561718180393,0.39102797200000006,0.9944672640000001,0.184,0.163491904034664,0.24574048199999998,-0.935931411,-0.8654439517362109,0.17885870130784198,0.32498081,2.07104319412257,0.131823679859644,0.0184,0.621,0.0404249384715276,0.098611005,7.73357727986118,0.9900204321099121,0.39724586437389997,0.160995914,0.102917201817036,-1.74167366945557,0.49388888888888893,1
AZ-00005,0.1326545,0.4573333333333329,0.0856790464146779,0.134,0.1595834891005305,0.0918166008817092,0.7614,0.640692640692641,0.0888413673963912,0.23021381467578697,0.6247,0.496767051992971,0.308552149,0.9904023340000001,0.11699999999999999,-2.21880107147895,0.219483798,-1.5543190759999999,-0.8448325510089159,0.0807579033599087,0.262630178,2.25537886198064,-0.47482007298667894,0.0841,0.430542,0.00211228468276881,0.16152265,3.53578008658009,2.4162748923043798,0.45180412331559705,0.075237036,0.0860815644264221,-1.11774862255903,0.21166666666666697,0
AZ-00006,0.140317987,0.47466666666666707,0.0841242396228502,0.128,0.28851798692662045,0.0899504421634908,0.5605,0.393939393939394,0.110189453507021,0.285098007350419,0.8735,0.49713474424674603,0.31258209,0.9910101509999999,0.136,0.11207547970794698,0.27732197,-1.404298175,-0.8936063669791802,0.0903610911353914,0.308941647,0.101259665251191,-0.46688556176594503,0.1976,0.447167,0.0109001844373974,0.12369366400000001,5.27368333333333,0.518211328511654,0.4518036727723189,0.04802888,0.0873921364545822,-2.48815287379416,0.405,1
AZ-00007,0.131076564,0.504666666666667,0.0950144983638919,0.098,0.42947311573910996,0.09598148466117801,0.5511,0.426839826839827,0.17713104834579396,0.285426257664193,0.7242,0.497510486316975,0.338085395,0.9932686279999999,0.09300000000000001,-0.5952472372094499,0.171226596,-0.841622243,-0.834715770009294,0.12441985286175301,0.39686829100000004,0.0566952745313147,-0.0301430690205112,0.0403,0.563983,0.00264057688382258,0.10954880800000001,2.18749444444444,0.780381153413517,0.4052754864289989,0.078611245,0.0860815644264221,-2.32943403438985,0.337777777777778,1
AZ-00008,0.11338030800000001,0.46933333333333294,0.0871934968164544,0.098,0.2821287369528914,0.0926340181514912,0.5853,0.43203463203463205,0.0707047408127403,0.228821071774998,0.8353,0.49708412186670703,0.265515371,0.0,0.08900000000000001,0.728016897543285,0.26694846,-1.4616176680000001,-0.900019910076615,0.125536902082522,0.284857448,0.11333655990333501,-0.0834482671405547,0.0425,0.42811099999999996,0.004378428798537,0.102838891,3.8098682539682596,0.8241031622437871,0.444384549123791,0.09137444300000001,0.097830630838871,-1.8332909056587199,0.4783333333333329,1
AZ-00009,0.18912178,0.5,0.14752992662260098,0.21,0.5164667106576231,0.0926223259721862,0.4822,0.5679653679653679,0.0310789291886461,0.28163134600296,0.9126,0.4971282090345471,0.29584519600000003,0.9929889959999999,0.17,-2.04254120098793,0.225333105,-0.696642364,-0.8558233594366221,0.199643333904059,0.378408408,2.14428109691687,0.159054040942213,0.0101,0.54525,0.0331466704943573,0.095927989,7.761590079365081,0.47176045457268,0.40928762425946996,0.170549129,0.12141065299511,-1.8470229611806699,0.452222222222222,1
AZ-00010,0.11239732,0.4393333333333329,0.0894257950425066,0.11800000000000001,0.3110784152530268,0.0928095348266892,0.4246,0.290909090909091,0.0593708037264706,0.22172318040500802,0.7161,0.49681849895851293,0.262138534,0.0,0.067,-1.21772300849279,0.216051209,-1.338867403,-0.8883581840885552,0.11975036576972099,0.22695404,0.10124274599707901,-0.0880723371629909,0.1003,0.515048,0.00490121057241955,0.107290397,2.17419285714286,0.693940905944346,0.448935449152845,0.103972429,0.097830630838871,-1.96713840344783,0.24055555555555605,1
